State,LGA,Ward,PU-Code,,,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
ENUGU,EZEAGU,OLO/AMAGU UMULOKPA I,14-06-01-002,,,AMAGU AMANDIM HALL,159,689,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,155,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20558/pu/39856/39856-1677588339.pdf
ENUGU,EZEAGU,AWHA,14-06-02-008,,,C.P.S. AGUOBU AWHA NDIAGU,109,564,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/02/pu/008/008-1677360696.pdf
ENUGU,EZEAGU,AGUOBU-OWA 1,14-06-03-008,,,P.S. OBODO NGWU II,55,252,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/03/pu/008/008-1677364607.pdf
ENUGU,EZEAGU,AGUOBU-OWA 11,14-06-04-002,,,U.P.S. EZEMA I,99,486,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/04/pu/002/002-1677392677.pdf
ENUGU,EZEAGU,AGUOBU-OWA 11,14-06-04-003,,,U.P.S. EZEMA II,63,276,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/04/pu/003/003-1677384663.pdf
ENUGU,EZEAGU,AGUOBU-OWA 11,14-06-04-004,,,C.P.S. UMUDIM I,100,482,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/04/pu/004/004-1677392190.pdf
ENUGU,EZEAGU,AGUOBU-OWA 11,14-06-04-007,,,S.P.S. UMUAJI II,79,348,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/04/pu/007/007-1677394520.pdf
ENUGU,EZEAGU,AGUOBU (UMUMBA),14-06-07-004,,,COMMUNITY  PRIMARY  SCHOOL  UMUMBA NDIAGU I,98,491,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,89,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20564/pu/39911/39911-1677601117.pdf
ENUGU,EZEAGU,AGUOBU (UMUMBA),14-06-07-006,,,COMMUNITY PRIMARY  SCHOOL  UMUMBA NDIAGU EXT.,221,620,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,1,197,6,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20564/pu/39913/39913-1677601319.pdf
ENUGU,EZEAGU,OGHE I,14-06-09-004,,,C.P.S. AKAMA OGHE I,436,1528,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/004/004-1677390304.pdf
ENUGU,EZEAGU,OGHE II,14-06-10-003,,,M.P.S. AMANSIODO IMEZI I,95,603,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/003/003-1677388019.pdf
ENUGU,EZEAGU,IMEZI OWA I,14-06-11-001,,,P.S. UMUDIOHA I,89,509,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/001/001-1677363695.pdf
ENUGU,EZEAGU,IMEZI OWA I,14-06-11-007,,,C.P.S. UMUAJI/IMUDIM II,130,607,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,97,13,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20568/pu/39941/39941-1677604211.pdf
ENUGU,EZEAGU,IMEZI OWA II,14-06-12-008,,,ABONUZU PUBLIC SQUARE II,91,464,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/12/pu/008/008-1677360823.pdf
ENUGU,EZEAGU,MGBAGBU OWA  I,14-06-13-002,,,C.P.S. UMUAJI II,101,522,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,96,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20570/pu/39953/39953-1677604216.pdf
ENUGU,EZEAGU,MGBAGBU OWA  I,14-06-13-004,,,C.P.S. UMUDIM,135,772,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/13/pu/004/004-1677390271.pdf
ENUGU,EZEAGU,MGBAGBU OWA II,14-06-14-004,,,MADONNA MATERNITY,121,523,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/14/pu/004/004-1677385137.pdf
ENUGU,EZEAGU,MGBAGBU OWA  III,14-06-15-004,,,OBODOCHA SQUARE II,64,737,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/15/pu/004/004-1677361257.pdf
ENUGU,EZEAGU,OBINOFIA,14-06-17-002,,,C.P.S. OBINOFIA NDIUNO I,207,663,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,152,28,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20574/pu/39981/39981-1677615578.pdf
ENUGU,EZEAGU,OKPOGHO,14-06-18-001,,,C.P.S. OKPOGHO MBUTA,21,189,TRUE,0,TRUE,TRUE,FALSE,FALSE,TRUE,0,20,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20575/pu/39990/39990-1677613468.pdf
ENUGU,EZEAGU,OLO/AMAGU-UMULOKPA II,14-06-20-001,,,C.P.S. EZEMA OLO I,99,447,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/20/pu/001/001-1677394184.pdf
ENUGU,EZEAGU,OLO/AMAGU-UMULOKPA II,14-06-20-003,,,C.P.S. EZEMA OLO III,111,530,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,86,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3366/ward/20577/pu/40007/40007-1677613366.pdf
ENUGU,EZEAGU,OLO/AMAGU-UMULOKPA II,14-06-20-010,,,C.P.S. AWENE OLO IV,63,311,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/20/pu/010/010-1677381763.pdf
ENUGU,IGBO ETITI,AKU I,14-07-01-006,,,PREMIER PRIMARY SCHOOL,128,490,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,105,6,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/01/pu/006/006-1677368744.pdf
ENUGU,IGBO ETITI,AKU I,14-07-01-008,,,AMANI VILLAGE SQUARE,119,431,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/01/pu/008/008-1677398819.pdf
ENUGU,IGBO ETITI,AKU II,14-07-02-004,,,UWENU AMABOKWU,136,442,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/004/004-1677361174.pdf
ENUGU,IGBO ETITI,AKU II,14-07-02-007,,,AMABOKWU PRIMARY SCHOOL,201,755,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/007/007-1677404381.pdf
ENUGU,IGBO ETITI,AKU III,14-07-03-005,,,UMUDO OFFIENYI VILLAGE HALL I,132,381,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,12,109,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/005/005-1677372580.pdf
ENUGU,IGBO ETITI,AKU III,14-07-03-008,,,AMAGU UWANI VILLAGE HALL  II,133,380,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,8,109,10,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/008/008-1677374408.pdf
ENUGU,IGBO ETITI,AKU IV,14-07-04-012,,,OLD PUMP NUA,241,775,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,231,5,1,https://docs.inecelectionresults.net/elections_prod/1292/40051-1677866606.pdf
ENUGU,IGBO ETITI,AKU V  (IDUEME),14-07-05-011,,,AMAUWANI ORIE VILLAGE SQUARE,84,276,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/011/011-1677360224.pdf
ENUGU,IGBO ETITI,EKWEGBE I,14-07-06-004,,,UMUEVULIKE HALL,93,359,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/004/004-1677364582.pdf
ENUGU,IGBO ETITI,EKWEGBE II,14-07-07-001,,,AJUONA HALL/AGURU HALL,258,779,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,250,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/001/001-1677374838.pdf
ENUGU,IGBO ETITI,OZALLA I,14-07-10-011,,,COMMERCIAL SEC. SCHOOL OZALLA,70,295,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/10/pu/011/011-1677396390.pdf
ENUGU,IGBO ETITI,IKOLO/OHEBE,14-07-13-010,,,EJUONA PRIMARY SCHOOL OHEBE,139,515,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/13/pu/010/010-1677382235.pdf
ENUGU,IGBO ETITI,EJUOHA/UDEME,14-07-15-007,,,UGWUNAGBO VILLAGE HALL II,87,356,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/15/pu/006/006-1677363129.pdf
ENUGU,IGBO ETITI,EJUOHA/UDEME,14-07-15-010,,,"CENTRAL SCHOOL, UDUEME I",45,276,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/15/pu/010/010-1677370768.pdf
ENUGU,IGBO ETITI,UKEHE II,14-07-17-005,,,OBU BEKEE,125,317,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,115,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/17/pu/005/005-1677372788.pdf
ENUGU,IGBO ETITI,UKEHE III,14-07-18-001,,,C.P.S. EZI-UKEHE I,106,408,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,103,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/18/pu/001/001-1677367240.pdf
ENUGU,IGBO ETITI,UKEHE V,14-07-20-002,,,U.P.S. AMANEFI,297,1332,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,9,264,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40193/result_158397_1677825865_thumb.jpg
ENUGU,IGBO EZE NORTH,UKEHE V,14-08-01-001,,,UMU ABAKA VIILAGE SQUARE,113,436,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40196/result_158400_1677826266_thumb.jpg
ENUGU,IGBO EZE NORTH,ESSODO 1,14-08-01-009,,,MBOSHI AJI,74,486,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,2,63,16,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40205/result_158411_1677777705_thumb.jpg
ENUGU,IGBO EZE NORTH,ESSODO 11,14-08-02-003,,,ORIE ORBA,86,678,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,66,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3368/ward/20599/pu/40223/40223-1677585981.pdf
ENUGU,IGBO EZE NORTH,UMUITODO I,14-08-07-004,,,COMMUNITY  PRIMARY  SCHOOL  UGWU AMUFIE,245,1413,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/07/pu/004/004-1677366663.pdf
ENUGU,IGBO EZE NORTH,UMUITODO I,14-08-07-005,,,UMU-OSE HALL I,124,678,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/07/pu/005/005-1677368366.pdf
ENUGU,IGBO EZE NORTH,UMUITODO II,14-08-08-005,,,C.P.S. UMUAGBEDO-AGU,95,608,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/08/pu/005/005-1677372628.pdf
ENUGU,IGBO EZE NORTH,UMUITODO II,14-08-08-007,,,C.P.S. IKPUIGA,210,1354,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,156,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/08/pu/007/007-1677424209.pdf
ENUGU,IGBO EZE NORTH,UMUITODO III,14-08-09-007,,,C.P.S. OLIDO I,159,948,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,150,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40272/result_158507_1677527606_thumb.jpg
ENUGU,IGBO EZE NORTH,EZZODO,14-08-10-009,,,ULOCHE UMU-OSSANYI,109,558,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,903,2,73,514,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/10/pu/009/009-1677358868.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI I,14-08-11-002,,,UMU OSSAI,42,786,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/11/pu/002/002-1677359117.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI I,14-08-11-007,,,NKWO IYIONU,23,327,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/11/pu/007/007-1677365361.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI I,14-08-11-010,,,C.P.S. AGUIBEJE I,16,339,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/11/pu/010/010-1677363596.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI II,14-08-12-011,,,AMOPE HALL,75,437,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40306/result_158549_1677511691_thumb.jpg
ENUGU,IGBO EZE NORTH,UMUOZZI VI,14-08-16-001,,,C.P.S. MKPAMTE I,101,978,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3368/ward/20613/pu/40347/40347-1677599989.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI VI,14-08-16-002,,,C.P.S. MKPAMTE II,123,810,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/16/pu/002/002-1677358831.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI VI,14-08-16-004,,,C.S. ONICHA I,100,628,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/16/pu/004/004-1677372474.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI VII,14-08-17-011,,,AGU-EGO UMUADOGWA,20,309,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,1004,1322,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3368/ward/20614/pu/40368/40368-1677480544.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI X,14-08-20-001,,,OKPOWOLIKE,152,979,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/20/pu/001/001-1677372043.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI X,14-08-20-004,,,C.P.S. EZILLO,116,756,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40382/result_158656_1677772528_thumb.jpg
ENUGU,IGBO EZE NORTH,UMUOZZI X,14-08-20-005,,,ULOCHE IKEM,0,747,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40383/result_158657_1677772978_thumb.jpg
ENUGU,IGBO EZE NORTH,UMUOZZI X,14-08-20-010,,,C.P.S. OKPO,98,756,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/20/pu/010/010-1677364397.pdf
ENUGU,IGBO EZE NORTH,UMUOZZI X,14-08-20-011,,,ULOWA EZILLO,74,527,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/20/pu/011/011-1677375426.pdf
ENUGU,IGBO EZE SOUTH,ALOR AGU,14-09-01-007,,,AFOR MARKET SQUARE II,62,816,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,53,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40396/result_158675_1677575869_thumb.jpg
ENUGU,IGBO EZE SOUTH,EZEMA WARD,14-09-03-002,,,C.P.S. IBAGWA,312,1605,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,11,262,16,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40408/result_158697_1677565611_thumb.jpg
ENUGU,IGBO EZE SOUTH,IHEAKPU (EZZI NGWU WARD),14-09-07-007,,,UMUAKA HALL II,229,1200,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,200,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40447/result_158769_1677504272_thumb.jpg
ENUGU,IGBO EZE SOUTH,ITCHI/UWANI I,14-09-09-004,,,OTOBO NDIAGU UMU OGBU,223,973,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,2,191,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40457/result_158790_1677504598_thumb.jpg
ENUGU,IGBO EZE SOUTH,ITCHI/UWANI II,14-09-10-001,,,AMAEKPURU,116,733,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40461/result_158797_1677522897_thumb.jpg
ENUGU,IGBO EZE SOUTH,NKALAGU OBUKPA,14-09-11-005,,,C.P.S. ELU-OHE,173,679,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,139,18,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40474/result_158810_1677507346_thumb.jpg
ENUGU,IGBO EZE SOUTH,OVOKO (UMUELO/OVOKO AGU WARD),14-09-13-002,,,C.P.S OVOKO AGU I,148,842,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,139,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40481/result_158827_1677503953_thumb.jpg
ENUGU,IGBO EZE SOUTH,OVOKO (UMULOLO WARD),14-09-14-006,,,C.P.S. OVOKO ULO I,218,1179,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40497/result_158850_1677502987_thumb.jpg
ENUGU,ISI UZO,MBU I,14-10-05-001,,,C.S. MBU AMON,365,1334,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40549/result_158930_1677523236_thumb.jpg
ENUGU,ISI UZO,MBU I,14-10-05-005,,,ONUNKWO UWANI,255,757,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,217,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40553/result_158934_1677525413_thumb.jpg
ENUGU,ISI UZO,MBU I,14-10-05-006,,,UGWUANAMA PRIMARY SCHOOL,291,728,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,229,49,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40554/result_158935_1677524516_thumb.jpg
ENUGU,ISI UZO,MBU II,14-10-06-002,,,AHARU PRIMARY SCHOOL,229,886,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,205,10,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40558/result_158940_1677525307_thumb.jpg
ENUGU,ISI UZO,EHAMUFU I,14-10-08-005,,,OBODO NABO,287,1583,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,276,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40577/result_158965_1677525857_thumb.jpg
ENUGU,ISI UZO,EHAMUFU I,14-10-08-012,,,OKPOKWU UMU OGBODO PRIMARY SCHOOL,22,347,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40584/result_158972_1677526173_thumb.jpg
ENUGU,ISI UZO,EHAMUFU IV,14-10-11-002,,,NGELE IKPA PRIMARY SCHOOL,261,1230,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,252,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40617/result_159022_1677525652_thumb.jpg
ENUGU,ISI UZO,EHAMUFU IV,14-10-11-014,,,UZAM UGWU VILLAGE SQUARE,50,232,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,43,3,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40629/result_159034_1677525528_thumb.jpg
ENUGU,NKANU EAST,AMECHI/IDODO/ORUKU,14-11-01-007,,,UKWUEDO MARKET SQUARE,92,523,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/01/pu/007/007-1677411123.pdf
ENUGU,NKANU EAST,AMECHI/IDODO/ORUKU,14-11-01-008,,,EKE UMUODE MARKET SQUARE,152,878,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/01/pu/008/008-1677388487.pdf
ENUGU,NKANU EAST,AKPOFU/ISIENU/AMAGUNZE,14-11-03-008,,,RIVER SIDE PRIMARY SCHOOL OSU,88,640,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/03/pu/007/007-1677393371.pdf
ENUGU,NKANU EAST,IHUOKPARA,14-11-04-002,,,IGWEBUIKE PRIMARY SCHOOL,92,420,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/04/pu/002/002-1677386303.pdf
ENUGU,NKANU EAST,IHUOKPARA,14-11-04-007,,,OGANIRU PRIMARY SCHOOL,105,453,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/04/pu/007/007-1677386464.pdf
ENUGU,NKANU EAST,NARA I,14-11-05-001,,,COMMUNITY SCHOOL NDIAGU UMUIBA,65,357,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/05/pu/001/001-1677385009.pdf
ENUGU,NKANU EAST,NARA I,14-11-05-003,,,ONUFIA UMUIBA VILLAGE SQUARE,181,983,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/05/pu/003/003-1677384899.pdf
ENUGU,NKANU EAST,NARA I,14-11-05-007,,,PRIMARY SCHOOL OBEAGU UMUIBA,41,300,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,39,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/05/pu/007/007-1677388110.pdf
ENUGU,NKANU EAST,NARA II,14-11-06-002,,,PRIMARY SCHOOL NDI AGU ODE,64,676,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/06/pu/002/002-1677384452.pdf
ENUGU,NKANU EAST,OHUANI/ONICHA-AGU,14-11-09-010,,,AMUZAM VILLAGE SQUARE,0,227,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/40713/result_159144_1677574670_thumb.jpg
ENUGU,NKANU EAST,OHUANI/ONICHA-AGU,14-11-09-012,,,C.S. ONICHA AGU III,44,311,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/09/pu/012/012-1677406909.pdf
ENUGU,NKANU EAST,UGBAWKA I,14-11-10-004,,,C.S. OBEAGU,128,527,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/10/pu/004/004-1677406430.pdf
ENUGU,NKANU EAST,UGBAWKA I,14-11-10-008,,,AMANKWO  PRIMARY SCHOOL,117,643,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/11/ward/10/pu/007/007-1677385874.pdf
